Dataset Events,,,,,,
Dataset,Marked on Device,Note,Start,End,trial,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:34:33,N/A,,start
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:04,N/A,1,31
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:08,N/A,1,35
,,,13:35:13,,1,oops forgot
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:20,N/A,2,47
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:24,N/A,2,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:26,N/A,2,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:33,N/A,3,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:36,N/A,3,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:39,N/A,3,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:45,N/A,4,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:48,N/A,4,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:51,N/A,4,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:35:57,N/A,5,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:01,N/A,5,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:04,N/A,5,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:10,N/A,6,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:14,N/A,6,
,,,13:36:17,,6,oops
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:23,N/A,7,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:27,N/A,7,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:29,N/A,7,
,,,13:36:34,,8,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:39,N/A,8,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:41,N/A,8,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:47,N/A,9,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:50,N/A,9,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:52,N/A,9,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:36:58,N/A,10,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:02,N/A,10,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:05,N/A,10,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:11,N/A,11,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:15,N/A,11,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:18,N/A,11,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:25,N/A,12,
,,,13:37:28,,12,oops
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:31,N/A,12,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:37,N/A,13,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:40,N/A,13,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:43,N/A,13,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:49,N/A,14,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:52,N/A,14,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:37:55,N/A,14,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:01,N/A,15,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:05,N/A,15,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:07,N/A,15,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:13,N/A,16,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:16,N/A,16,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:19,N/A,16,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:25,N/A,17,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:28,N/A,17,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:30,N/A,17,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:37,N/A,18,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:41,N/A,18,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:44,N/A,18,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:50,N/A,19,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:54,N/A,19,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:38:56,N/A,19,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:02,N/A,20,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:06,N/A,20,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:09,N/A,20,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:15,N/A,21,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:17,N/A,21,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:20,N/A,21,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:26,N/A,22,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:29,N/A,22,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:32,N/A,22,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:38,N/A,23,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:41,N/A,23,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:45,N/A,23,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:51,N/A,24,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:54,N/A,24,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:39:57,N/A,24,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:40:04,N/A,25,
,,,13:40:07,,25,oops
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:40:09,N/A,25,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:40:15,N/A,26,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:40:19,N/A,26,
LOG_05_AffectivaQ-v2-AB97-SPP,TRUE,,13:40:21,N/A,26,
