File Exported by Q - (c) 2009 Affectiva Inc.
File Version: 1.01
Firmware Version: 1.50
UUID: AFQ00000000
Sampling Rate: 32
Start Time: 2016-07-18 18:31:24 Offset:-07
Time,Z-axis,Y-axis,X-axis,Battery,∞Celsius,EDA(uS),Event
---------------------------------------------------------
18:31:24.000,-0.030,0.020,0.980,-1,31.000,2.558,0
18:31:24.031,-0.030,0.020,0.980,-1,31.000,2.577,0
18:31:24.062,-0.030,0.030,0.970,-1,31.000,2.558,0
18:31:24.093,-0.030,0.020,0.980,-1,31.000,2.577,0
18:31:24.125,-0.030,0.020,0.980,-1,31.000,2.572,0
18:31:24.156,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.187,-0.040,0.030,0.970,-1,31.000,2.540,0
18:31:24.218,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.250,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.281,-0.030,0.030,0.970,-1,31.000,2.540,0
18:31:24.312,-0.030,0.020,0.970,-1,31.000,2.553,0
18:31:24.343,-0.030,0.020,0.980,-1,31.000,2.567,0
18:31:24.375,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.406,-0.030,0.020,0.980,-1,31.000,2.540,0
18:31:24.437,-0.030,0.020,0.980,-1,30.800,2.553,0
18:31:24.468,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.500,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.531,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.562,-0.030,0.030,0.980,-1,31.000,2.553,0
18:31:24.593,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.625,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.656,-0.030,0.020,0.980,-1,31.000,2.535,0
18:31:24.687,-0.030,0.020,0.980,-1,31.000,2.535,0
18:31:24.718,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.750,-0.030,0.020,0.980,-1,31.000,2.553,0
18:31:24.781,-0.030,0.020,0.980,-1,31.000,2.548,0
18:31:24.812,-0.030,0.030,0.990,-1,31.000,2.535,0
18:31:24.843,-0.030,0.030,0.980,-1,31.000,2.553,0
18:31:24.875,-0.040,0.020,0.980,-1,31.000,2.553,0
18:31:24.906,-0.030,0.020,0.980,-1,31.000,2.535,0
18:31:24.937,-0.030,0.020,0.980,-1,31.000,2.543,0
18:31:24.968,-0.030,0.020,0.980,-1,31.000,2.538,0
18:31:25.000,-0.030,0.020,0.980,-1,31.000,2.530,0
18:31:25.031,-0.030,0.030,0.980,-1,31.000,2.543,0
18:31:25.062,-0.030,0.020,0.980,-1,31.000,2.543,0
18:31:25.093,-0.030,0.020,0.970,-1,31.000,2.530,0
18:31:25.125,-0.030,0.020,0.970,-1,31.000,2.517,0
18:31:25.156,-0.030,0.030,0.980,-1,31.000,2.535,0
18:31:25.187,-0.030,0.030,0.980,-1,31.000,2.530,0
18:31:25.218,-0.030,0.020,0.970,-1,31.000,2.530,0
18:31:25.250,-0.030,0.020,0.980,-1,30.800,2.530,0
18:31:25.281,-0.030,0.020,0.980,-1,31.000,2.530,0
18:31:25.312,-0.030,0.020,0.980,-1,31.000,2.517,0
18:31:25.343,-0.030,0.020,0.990,-1,31.000,2.530,0
18:31:25.375,-0.030,0.020,0.980,-1,31.000,2.525,0
18:31:25.406,-0.030,0.020,0.980,-1,31.000,2.530,0
18:31:25.437,-0.030,0.020,0.980,-1,31.000,2.543,0
18:31:25.468,-0.030,0.030,0.970,-1,31.000,2.520,0
18:31:25.500,-0.030,0.020,0.980,-1,31.000,2.538,0
18:31:25.531,-0.030,0.030,0.980,-1,31.000,2.530,0
18:31:25.562,-0.030,0.020,0.980,-1,31.000,2.530,0
18:31:25.593,-0.030,0.020,0.980,-1,31.000,2.530,0
18:31:25.625,-0.030,0.020,0.970,-1,31.000,2.512,0
18:31:25.656,-0.030,0.030,0.980,-1,31.000,2.530,0
18:31:25.687,-0.030,0.030,0.980,-1,31.000,2.530,0
18:31:25.718,-0.040,0.020,0.980,-1,31.000,2.512,0
18:31:25.750,-0.030,0.020,0.970,-1,31.000,2.512,0
18:31:25.781,-0.030,0.020,0.980,-1,31.000,2.512,0
18:31:25.812,-0.030,0.020,0.980,-1,31.000,2.530,0
18:31:25.843,-0.030,0.020,0.980,-1,31.000,2.512,0
18:31:25.875,-0.030,0.020,0.980,-1,31.000,2.507,0
18:31:25.906,-0.030,0.020,0.980,-1,31.000,2.517,0
18:31:25.937,-0.030,0.020,0.970,-1,31.000,2.507,0
18:31:25.968,-0.030,0.020,0.970,-1,31.000,2.520,0
